patch_name,Years,Year,stand_type,landscape_type,stand_category,Percent_Oak,Percent_Pine,Forest_Type,stand_area_ha,forest_area_km2,trap_name,longitude,total_moth_count,complete ,clean_complete,censored,reason_incomplete,
Mont_Saint_Bruno,2023,0,Other,agricultural,NA,0.00,0.00,maple,7.9,14.00,MSB Low 1,-73.32210423,19,,18.50,0,,
Mont_Saint_Bruno,2023,0,Other,agricultural,NA,0.00,0.00,maple,7.9,14.00,MSB Low 2,-73.32150142,9,,9.00,0,,
Mont_Saint_Bruno,2023,0,Oak/Other,agricultural,NA,0.30,0.00,maple_oak,9.2,14.00,MSB2 Co-Dom1,-73.30999439,28,,27.50,0,,
Mont_Saint_Bruno,2023,0,Oak/Other,agricultural,NA,0.30,0.00,maple_oak,9.2,14.00,MSB2 Co-Dom2,-73.30973002,13,,13.00,0,,
Mont_Saint_Bruno,2023,0,Oak,agricultural,A,0.80,0.00,oak,6.8,14.00,MSB2 Dom1,-73.30717237,50,,NA,1,Muck,
Mont_Saint_Bruno,2023,0,Oak,agricultural,C,0.70,0.00,oak,11.1,14.00,MSB2 Dom2,-73.31676076,50,,NA,1,Muck,
Mont_Saint_Bruno,2023,0,Other,agricultural,NA,0.00,0.20,maple_hardwood?,3.7,14.00,MSB2 Low 1,-73.32006692,28,,28.00,0,,
Mont_Saint_Bruno,2023,0,Other,agricultural,NA,0.00,0.00,maple_birch,6.4,14.00,MSB2 Low 2,-73.31935119,48,,48.00,0,,
Mont_Saint_Hilaire,2023,0,Oak/Other,agricultural,NA,0.40,0.00,oak_maple,6.5,12.40,MSH Co-Dom1,-73.16891816,7,,6.50,0,,
Mont_Saint_Hilaire,2023,0,Oak/Other,agricultural,NA,0.40,0.00,oak_maple,6.5,12.40,MSH Co-Dom2,-73.17018117,7,,6.50,0,,
Mont_Saint_Hilaire,2023,0,Oak,agricultural,C,0.60,0.00,oak,8.5,12.40,MSH Dom1,-73.17344857,27,,26.75,0,,
Mont_Saint_Hilaire,2023,0,Oak,agricultural,C,0.60,0.00,oak,4.4,12.40,MSH Dom2,-73.17399899,31,,31.00,0,,
Mont_Saint_Hilaire,2023,0,Other,agricultural,NA,0.00,0.00,maple,9.6,12.40,MSH Low 1,-73.16377737,12,,12.25,0,,
Mont_Saint_Hilaire,2023,0,Other,agricultural,NA,0.00,0.00,maple,7.5,12.40,MSH Low 2,-73.16351715,0,,0.00,0,,
Mont_Saint_Hilaire,2023,0,Oak/Other,agricultural,F,0.40,0.20,oak_maple,7.3,12.40,MSH2 Co-Dom1,-73.14159533,9,,9.00,0,,
Mont_Saint_Hilaire,2023,0,Oak/Pine,agricultural,F,0.40,0.20,maple_oak,7.6,12.40,MSH2 Co-Dom2,-73.15533176,27,,27.25,0,,
Mont_Saint_Hilaire,2023,0,Oak,agricultural,C,0.60,0.00,oak,10.6,12.40,MSH2 Dom1,-73.14401586,50,,NA,1,Muck,
Mont_Saint_Hilaire,2023,0,Oak,agricultural,C,0.60,0.00,oak,10.6,12.40,MSH2 Dom2,-73.14467409,50,,NA,1,Muck,
Mont_Saint_Hilaire,2023,0,Other,agricultural,NA,0.00,0.00,maple_birch,11.4,12.40,MSH2 Low 1,-73.14338227,1,,1.00,0,,
Mont_Saint_Hilaire,2023,0,Other,agricultural,NA,0.00,0.00,maple_birch,11.4,12.40,MSH2 Low 2,-73.14536431,0,,0.00,0,,
Montebello,2023,0,Oak/Other,urban,NA,0.40,0.00,oak_maple,5.6,16.30,Mont Co-Dom1,-74.96753686,30,,NA,1,Muck,
Montebello,2023,0,Oak/Other,urban,NA,0.40,0.00,oak_maple,5.6,16.30,Mont Co-Dom2,-74.96835074,50,,NA,1,Muck,
Montebello,2023,0,Oak,urban,C,0.70,0.00,oak,4.8,16.30,Mont Dom1,-74.96476706,0,,0.00,0,,
Montebello,2023,0,Oak,urban,C,0.70,0.00,oak,4.8,16.30,Mont Dom2,-74.96410883,50,,NA,1,Muck,
Montebello,2023,0,Other,urban,NA,0.10,0.00,maple_birch,5.7,16.30,Mont Low 1,-74.96264133,2,,2.00,0,,
Montebello,2023,0,Other,urban,NA,0.10,0.00,maple_birch,5.7,16.30,Mont Low 2,-74.96322823,33,,33.00,0,,
Notre_Dame_de_Bonsecours,2023,0,Oak/Other,agricultural,NA,0.30,0.00,poplar_oak,4.9,1282.00,NDB Co-Dom1,-74.90107214,50,,NA,1,Muck,
Notre_Dame_de_Bonsecours,2023,0,Oak/Pine,agricultural,F,0.40,0.30,oak_maple,5.5,1282.00,NDB Co-Dom2,-74.8905013,50,,NA,1,Muck,
Notre_Dame_de_Bonsecours,2023,0,Oak,agricultural,C,0.70,0.00,oak,7.8,1282.00,NDB Dom1,-74.90041165,0,,0.00,0,,
Notre_Dame_de_Bonsecours,2023,0,Oak,agricultural,C,0.70,0.00,oak,7.8,1282.00,NDB Dom2,-74.89910105,1,,NA,1,Muck,
Notre_Dame_de_Bonsecours,2023,0,Other,agricultural,NA,0.00,0.20,hardwood?,6.2,1282.00,NDB Low 1,-74.89483691,50,,NA,1,Muck,
Notre_Dame_de_Bonsecours,2023,0,Other,agricultural,NA,0.00,0.00,hardwood?,8.4,1282.00,NDB Low 2,-74.89228556,43,,43.25,0,,
Papineauville,2023,0,Oak/Other,agricultural,NA,0.40,0.00,oak_maple,8.5,2.17,Pap Co-Dom1,-75.01871886,30,,30.00,0,,
Papineauville,2023,0,Oak/Other,agricultural,NA,0.40,0.00,oak_maple,8.5,2.17,Pap Co-Dom2,-75.01925924,50,,NA,1,Muck,
Papineauville,2023,0,Oak,agricultural,A,0.80,0.00,oak,7.3,2.17,Pap Dom1,-75.02361054,86,,86.25,0,,
Papineauville,2023,0,Oak,agricultural,A,0.80,0.00,oak,7.3,2.17,Pap Dom2,-75.02394858,9,,9.00,0,,
Papineauville,2023,0,Other,agricultural,NA,0.10,0.10,maple_hardwood?,8,2.17,Pap Low 1,-75.02076647,30,,29.50,0,,
Papineauville,2023,0,Other,agricultural,NA,0.10,0.10,maple_hardwood?,8,2.17,Pap Low 2,-75.02165889,50,,NA,1,Muck,
Parc_Michel_Chartrand,2023,0,Oak/Other,urban,NA,0.30,0.00,oak_maple,6.3,1.59,MC Co-Dom1,-73.47920313,78,,78.00,0,,
Parc_Michel_Chartrand,2023,0,Oak/Other,urban,NA,0.30,0.00,oak_maple,6.3,1.59,MC Co-Dom2,-73.47765416,68,,68.25,0,,
Parc_Michel_Chartrand,2023,0,Oak,urban,C,0.70,0.00,oak,7,1.59,MC Dom1,-73.46258224,93,,92.50,0,,
Parc_Michel_Chartrand,2023,0,Oak,urban,C,0.60,0.00,oak,7.5,1.59,MC Dom2,-73.46073948,44,,44.00,0,,
Parc_Michel_Chartrand,2023,0,Other,urban,NA,0.10,0.00,maple,7.2,1.59,MC Low 1,-73.46782537,81,,80.75,0,,
Parc_Michel_Chartrand,2023,0,Other,urban,NA,0.10,0.00,maple,7.2,1.59,MC Low 2,-73.46725222,58,,57.75,0,,
Orford,2023,0,Oak/Other,forest ,NA,0.40,0.00,oak_maple,8,108.00,MO Co-Dom1,-72.24774767,82,,81.75,0,,
Orford,2023,0,Oak/Other,forest ,NA,0.40,0.00,oak_maple,8,108.00,MO Co-Dom2,-72.24870128,59,,59.25,0,,
Orford,2023,0,Oak,forest ,C,0.50,0.00,oak,7.1,108.00,MO Dom1,-72.22841179,53,,53.00,0,,
Orford,2023,0,Oak,forest ,C,0.50,0.00,oak,7.1,108.00,MO Dom2,-72.22731544,51,,50.50,0,,
Orford,2023,0,Other,forest ,NA,0.00,0.00,maple,10.5,108.00,MO Low 1,-72.2241646,54,,54.25,0,,
Orford,2023,0,Other,forest ,NA,0.00,0.20,maple_birch,5.9,108.00,MO Low 2,-72.2230457,55,,55.25,0,,
Orford,2023,0,Oak/Other,forest ,NA,0.30,0.00,maple_oak,5.5,108.00,MO2 Co-Dom1,-72.19172705,63,,62.75,0,,
Orford,2023,0,Oak/Other,forest ,NA,0.30,0.00,maple_oak,5.5,108.00,MO2 Co-Dom2,-72.19164323,34,,34.25,0,,
Orford,2023,0,Oak/Pine,forest ,F,0.40,0.20,oak_maple,8.1,108.00,MO2 Dom1,-72.19366821,76,,76.00,0,,
Orford,2023,0,Oak/Pine,forest ,F,0.40,0.20,oak_maple,8.1,108.00,MO2 Dom2,-72.19298434,51,,50.75,0,,
Orford,2023,0,Other,forest ,NA,0.00,0.00,birch_maple,6.5,108.00,MO2 Low 1,-72.1959201,18,,18.25,0,,
Orford,2023,0,Other,forest ,NA,0.00,0.00,maple_ash,5.7,108.00,MO2 Low 2,-72.19618865,32,,32.25,0,,
Oka,2023,0,Oak/Other,agricultural,G,0.40,0.40,oak_maple,18,12.30,Oka Co-Dom1,-74.04410692,77,,77.25,0,,
Oka,2023,0,Oak/Other,agricultural,H,0.30,0.40,oak_maple,18,12.30,Oka Co-Dom2,-74.04108427,50,,49.50,0,,
Oka,2023,0,Oak/Pine,agricultural,E,0.40,0.10,oak_maple,12.1,12.30,Oka Dom1,-74.05421091,68,,68.00,0,,
Oka,2023,0,Oak/Pine,agricultural,E,0.40,0.10,oak_maple,8.1,12.30,Oka Dom2,-74.05583088,79,,79.25,0,,
Oka,2023,0,Pine,agricultural,L,0.10,0.70,pine,11.2,12.30,Oka Low 1,-74.03833299,50,,NA,1,Muck,
Oka,2023,0,Pine,agricultural,L,0.10,0.70,pine,11.2,12.30,Oka Low 2,-74.03690161,41,,NA,1,Muck,
Parc_Pointe_aux_Prairies,2023,0,Other,urban,NA,0.20,0.00,ash,9.6,2.72,PP Co-Dom1,-73.51262731,98,,97.50,0,,
Parc_Pointe_aux_Prairies,2023,0,Other,urban,NA,0.20,0.00,maple_oak,10.8,2.72,PP Co-Dom2,-73.51106636,64,,64.25,0,,
Parc_Pointe_aux_Prairies,2023,0,Oak/Other,urban,NA,0.30,0.00,maple_hardwood?,11.2,2.72,PP Dom1,-73.51736225,29,,29.00,0,,
Parc_Pointe_aux_Prairies,2023,0,Oak/Other,urban,NA,0.30,0.00,maple_hardwood?,11.2,2.72,PP Dom2,-73.51497383,8,,8.00,0,,
Parc_Pointe_aux_Prairies,2023,0,Other,urban,NA,0.00,0.00,ash_poplar,25.9,2.72,PP Low 1,-73.51602609,21,,21.00,0,,
Parc_Pointe_aux_Prairies,2023,0,Other,urban,NA,0.00,0.00,ash_poplar,25.9,2.72,PP Low 2,-73.51583172,40,,40.25,0,,
