"","date","patch_name","stand_type","trap_name","x_quercus","x_pinus","stand_area_ha","mass_g","moth_count","muck_mass","other_species_in_lab","field_notes","lab_notes"
"208","20/08/2024","Oka","Oak/Pine","OkaOP2.3",0.4,0.2,8,10.1172,28,38,0,"tons of beetles, full of muck, 3 DROPPED HEADS ADDED TO TOTAL","wings impossible to count, complete mush, very wet, total moths = moths + bodies + heads + heads dropped (3)"
"209","20/08/2024","Oka","Pine","OkaPine2.1",0.3,0.5,12.6,11.5901,145,NA,12,"lots of beetles, some decomp","some wet some dry, species (mostly flies, 1 large beetle), total moths = moths + bodies + heads, wings disregarded"
"210","20/08/2024","Oka","Pine","OkaPine2.2",0.3,0.5,12.6,8.4408,112,NA,24,"a lot of beetles, some decomp","lots of flies, total moths = moths + body"
"211","20/08/2024","Oka","Pine","OkaPine2.3",0.3,0.5,12.6,4.0437,60,NA,3,"a few beetles ","some dry some wet, total count = moths + bodies + heads, wings disregarded"
"212","20/08/2024","Oka","Pine","OkaPine2.4",0.3,0.5,12.6,4.4075,111,NA,2,NA,"moths intact and dry, wings disregarded, 2 flies"
"213","20/08/2024","Oka","Pine","OkaPine2.5",0.3,0.5,12.6,3.4808,59,31,19,"many beetles, advanced decomp ","very decomposed and wet, 19 species (mostly flies, a harvestmen, couple beetle looking species), total count = moth count  + body, wings disregarded"
"214","20/08/2024","Oka","Oak/Pine","OkaOP1.1",0.3,0.3,8.3,3.9406,83,NA,10,"a few beetles ","species (mostly flies, 1 beetle), moths relatively dry, total moths = moths + heads + bodies"
"215","20/08/2024","Oka","Oak/Pine","OkaOP1.2",0.3,0.3,8.3,4.5086,100,NA,2,"a few beetles ","2 flies, moths dry, total moths = moths + bodies"
"216","20/08/2024","Oka","Oak/Pine","OkaOP1.3",0.3,0.3,8.3,2.8778,69,NA,0,NA,"dry moths"
"217","20/08/2024","Oka","Oak/Pine","OkaOP1.4",0.3,0.3,8.3,1.0701,21,NA,1,NA,"1 fly, wings ignored"
"218","20/08/2024","Oka","Pine","OkaPine3.1",0.1,0.7,11.2,6.2444,54,17.5,35,"some beetles, advanced decomp","A LOT of flies, total moths = moths + heads + bodies, wet "
"219","20/08/2024","Oka","Pine","OkaPine3.2",0.1,0.7,11.2,1.2362,26,NA,2,NA,"very slightly wet, wings disregarded, total moths = moths + bodies, 2 flies"
"220","20/08/2024","Oka","Pine","OkaPine3.3",0.1,0.7,11.2,3.0035,27,13.5,5,"some beetles, advanced decomp ","2 fleis, wet, wings disregarded, total moths = moths + bodies + heads"
"221","20/08/2024","Oka","Pine","OkaPine3.4",0.1,0.7,11.2,1.6297,18,8,5,"some beetles, advanced decomp ","2 flies, mostly dry, total moths = moths + bodies + heads, wings ignored"
"222","21/08/2024","Notre Dame de Bonsecours","Oak","NDBOak1.1",0.7,0,7.8,1.7052,27,NA,7,"some beetles, minimal decomp","5 species (1 spider, 7 flies), total = moths + bodies"
"223","21/08/2024","Notre Dame de Bonsecours","Oak","NDBOak1.2",0.7,0,7.8,2.1501,20,NA,29,"some beetles, minimal decomp","a LOT of tiny flies, total = moths + bodies + heads, slightly wet "
"224","21/08/2024","Notre Dame de Bonsecours","Oak","NDBOak1.3",0.7,0,7.8,1.4126,1,65.5,0,"heavy decomp, full of muck","extremely decomposed,  difficult to count body parts, wet, total = moth + bodies + heads "
"225","21/08/2024","Notre Dame de Bonsecours","Oak","NDBOak1.4",0.7,0,7.8,2.5885,1,23.25,2,"heavy decomp, full of muck","2 beetles, extremely decomposed, difficult to count body parts, wet, total = moth + bodies + heads"
"226","21/08/2024","Notre Dame de Bonsecours","Pine","NBDPine2.1",0,0.8,4.4,1.6434,35,NA,3,"2 looper moths","moths intact, 2 flies, total moths = moth + head"
"227","21/08/2024","Notre Dame de Bonsecours","Pine","NBDPine2.2",0,0.8,4.4,1.4135,27,NA,6,"flies + grasshoppers ","6 flies, moths intact, total = moths + bodies"
"228","21/08/2024","Notre Dame de Bonsecours","MOM","NDBMOM",0.3,0,4.9,3.3531,32,32,7,"heavy decomp, many beetles, full muck ","a lot of pieces of beetles, species (3 flies, 4 beetles), total = moths + heads + bodies, wings disregarded"
"229","21/08/2024","Notre Dame de Bonsecours","Pine","NDBPine1.1",0.2,0.3,4.9,3.6474,14,28.25,11,"heavy decomp, full muck","extremely decomposed,  difficult to count body parts, wet, total = moth + bodies + heads, species (beetles, small beetles, flies)"
"230","21/08/2024","Notre Dame de Bonsecours","Oak/Pine","NDBOP2.1",0.4,0.3,5.5,3.6489,74,NA,6,"2 looper moth","moths intact, 6 flies, total = moths + bodies"
"231","21/08/2024","Notre Dame de Bonsecours","Oak/Pine","NDBOP2.2",0.4,0.3,5.5,2.5899,44,NA,11,"a few beetles, 1 looper moth","moths intact, mostly flies + 1 harvestment + 1 looper moth"
"232","21/08/2024","Notre Dame de Bonsecours","Oak/Pine","NDBOP2.3",0.4,0.3,5.5,1.9309,47,NA,7,"3 non-spongy moths moths","6 flies, intact and dry, total = moths +  body"
"233","22/08/2024","Papineauville","Oak","PAPOak1.1",0.5,0.1,5.9,0.2776,0,51,0,"heavy decomp, many beetles","basically nothing left to count but a few heads/thoraxes, need to see if we can convert muck g = moth counts "
"234","22/08/2024","Papineauville","Oak","PAPOak1.2",0.5,0.1,5.9,5.3245,114,NA,5,"a few beetles, 2 looper moths","5 species (4 looper moths 1 fly), wings ignored, total = Moths + bodies, dry"
"235","22/08/2024","Papineauville","Oak","PAPOak2.1",0.8,0,7.3,5.8158,104,NA,4,"some beetles, minimal decomp","4 flies, total moths = moths + heads + bodies, mostly dry"
"236","22/08/2024","Papineauville","Oak","PAPOak2.2",0.8,0,7.3,3.1308,1,44,1,"advanced decomp, many beetles","very decomposed, 1 fly, total moths = moths + heads + bodies, wet"
"237","22/08/2024","Papineauville","Oak/Pine","PAPOP1.1",0.3,0.3,4.8,8.0552,37,25.25,6,"advanced decomp, many beetles","wing count is a rough estimate due to decomposition, total moths = bodies + heads + moths , 6 flies, wet"
"238","22/08/2024","Papineauville","Oak/Pine","PAPOP1.2",0.3,0.3,4.8,10.5414,62,38,5,"advanced decomp, many beetles","wing count is a rough estimate due to decomposition, total moths = bodies + heads + moths , 5flies + 1 moth, wet"
"239","22/08/2024","Montebello","Oak","MontOak1.1",0.7,0,4.8,2.6575,63,NA,1,"a few beetles","dry, 1 fly, moths intact, bunch of little pieces of traps in bag"
"240","22/08/2024","Montebello","Oak","MontOak1.2",0.7,0,4.8,4.3999,6,32,1,"advanced decomp, many beetles","wet, 1 beetle, total = moths + bodies + heads, wings ignored"
"241","22/08/2024","Montebello","Pine","MontPine2.1",0.3,0.4,7.6,4.2866,21,32.5,9,"advanced decomp, many beetles","wet, 9 flies, total = moths + bodies + heads, wings ignored"
"242","22/08/2024","Montebello","Pine","MontPine2.2",0.3,0.4,7.6,5.1035,7,34,1,"advanced decomp, many beetles, +1 HEAD ADDED TO TOTAL","wet, 1 beetle, total = moths + bodies + heads, wings ignored"
"243","22/08/2024","Montebello","Pine","MontPine2.3",0.3,0.4,7.6,0.0267,1,NA,0,"Trap was opened, only 1 moth left","one dry moth"
"244","22/08/2024","Montebello","MOM","MontMOM",0.1,0,5.7,3.4527,18,22.5,10,"advanced decomp, many beetles","wet, 4 flies + many other species that are hard to ID, total = moths + bodies + heads"
"245","22/08/2024","Montebello","Oak","MontOak2.1",0.8,0.1,7.5,0.3889,0,6.5,9,"advanced decomp, many beetles, 4 non-spongy moths","dry, 9 flies, barely recognizable moths pieces. No idea how to count total here"
"246","22/08/2024","Montebello","Oak","MontOak2.2",0.8,0.1,7.5,2.9983,77,NA,5,NA,"2 flies + 3 looper moths , wings ignored, dry"
"247","22/08/2024","Montebello","Pine","MontPine1.1",0.3,0.6,12.2,0.6459,18,NA,0,NA,"dry, wings ignored "
"248","22/08/2024","Montebello","Pine","MontPine1.2",0.3,0.6,12.2,2.7966,52,NA,17,"few beetles, minimum decomp, 4 looper moths","mostly dry, 17 species (mostly flies, some small true bugs/beetles), total moths = moths + heads + bodies,"
"249","22/08/2024","Montebello","Pine","Mont2Pine1.1",0,0.8,8.2,NA,NA,NA,NA,"TRAP FOUND OPEN - NOTHING INSIDE",NA
"250","22/08/2024","Montebello","Pine","Mont2Pine1.2",0,0.8,8.2,1.6589,0,42.5,0,"heavy decomp, full muck","extremely difficult to ID body parts, wings completely torn (ignored), total = bodies + heads"
"251","22/08/2024","Montebello","Pine/Oak","Mont2OP1.1",0.2,0.4,8.7,2.7408,46,60,15,"advanced decomp, many beetles ","many small species of beetles and decomposer beetles, difficult to ID body parts, wings completely torn (ignored) "
"252","22/08/2024","Montebello","Pine/Oak","Mont2OP1.2",0.2,0.4,8.7,NA,3,NA,NA,"TRAP FOUND OPEN - 3 MOTHS ON GROUND (COUNTED)",NA
"253","23/08/2024","Montebello","Oak/Pine","Mont2OP2.1",0.5,0.4,9.7,0.2832,0,62,1,"heavy decomp, full muck, tons of beetles ","extremely decomposed, only thorax/heads left, wings ignored "
"254","23/08/2024","Montebello","Oak/Pine","Mont2OP2.2",0.5,0.4,9.7,1.2981,39,NA,3,NA,"3 flies , moths intact, dry"
"255","23/08/2024","Oka","Pine","OkaPine3.5",0.1,0.7,11.2,3.2258,10,40.5,8,"heavy decomp, full muck, tons of beetles ","bunch of pieces of beetles, total = moths + bodies + heads , wet "
"256","23/08/2024","Oka","MOM","OkaMOM1",0.3,0.1,19.1,5.9724,95,NA,19,"a few beetles, moths still intact after whole summer??","lots of flies, total moths = moths + body"
"257","23/08/2024","Oka","Pine/Oak","OkaOP3.1",0.3,0.4,18,1.6061,32,NA,0,"one wasp, one caterpillar ","mostly dry, intact"
"258","23/08/2024","Oka","Pine/Oak","OkaOP3.2",0.3,0.4,18,1.6173,26,NA,0,"some caterpillars ","mostly dry, intact, total = heads + bodies + moths, wings ignored "
"259","23/08/2024","Oka","Pine/Oak","OkaOP3.3",0.3,0.4,18,4.1593,42,NA,3,"a few beetles. minimal decomp","3 flies, a bit wet, total = heads + bodies + moth, wings ignored"
"260","23/08/2024","Oka","Pine/Oak","OkaOP3.4",0.3,0.4,18,2.4591,36,NA,2,"few beetles","2 flies, total = heads + bodies + moths, wings ignored"
"261","23/08/2024","Oka","Pine/Oak","OkaOP3.5",0.3,0.4,18,3.8597,17,14,38,"advanced decomp, many beetles","a TON of flies, total = heads + bodies + moths, wings ignored, wet"
"262","23/08/2024","Oka","Pine/Oak","OkaOP3.6",0.3,0.4,18,3.9317,61,NA,1,NA,"1 fly, total = bodies + moths, wings ignored, somewhat dry"
"263","23/08/2024","Oka","MOM","OkaMOM2",0,0,6.3,3.5644,52,NA,3,"a few beetles, moths still intact after whole summer??","3 flies, total = bodies + moths + heads, wings ignored"
"264","26/08/2024","Mont Saint Hilaire","Oak","MSH2Oak1.1",0.3,0.2,7.6,0.0684,3,NA,0,"No decomp, lady bugs ","total = bodies + heads + moths "
"265","26/08/2024","Mont Saint Hilaire","Oak","MSH2Oak1.2",0.3,0.2,7.6,0.0385,1,NA,0,"No decomp ","1 moth"
"266","26/08/2024","Mont Saint Hilaire","Oak","MSHOak1.1",0.6,0,8.5,0.1352,1,NA,1,"minimum decomp, something ate a lot of the heads and bodies ","1 fly, total = bodies + heads + moths"
"267","26/08/2024","Mont Saint Hilaire","Oak","MSHOak1.2",0.6,0,8.5,0.3335,9,NA,0,"no decomp",NA
"268","26/08/2024","Mont Saint Hilaire","Oak","MSHOak1.3",0.6,0,8.5,0.8726,24,NA,2,"No decomp, pale beauty + spiders ","1 harvestmen, 1 caterpillar"
"269","26/08/2024","Mont Saint Hilaire","Oak","MSHOak1.4",0.6,0,8.5,0.4567,13,NA,1,"No decomp, some fungus ",NA
"270","27/08/2024","Mont Saint Hilaire","Pine","MSHPine1.1",0,0.7,3.8,0.3035,12,NA,NA,NA,NA
"271","27/08/2024","Mont Saint Hilaire","MOM","MSH2MOM2",0.1,0,4.8,0.247,9,NA,0,"minimum decomp, fungus present ",NA
"272","27/08/2024","Mont Saint Hilaire","MOM","MSH2MOM",0.1,0,4.8,0.2058,7,NA,1,"minimum decomp, fungus present ","1 fly"
"273","27/08/2024","Mont Saint Hilaire","MOM","MSHMOM",0.1,0,4.8,0.2492,0,41,0,"heavy decomp","very decomposed, hard to ID parts, wings hard to count, wings ignored "
"274","27/08/2024","Mont Saint Hilaire","Oak","MSH2Oak1.3",0.3,0.2,7.6,0.0646,2,NA,0,"minimum decomp, tiny bit of fungus ",NA
"275","27/08/2024","Mont Saint Hilaire","Oak","MSH2Oak1.4",0.3,0.2,7.6,NA,NA,NA,NA,"Completely torn apart, nothing recovered",NA
"276","27/08/2024","Mont Saint Hilaire","Pine/Oak","MSHOP1.1",0.3,0.4,3.5,0.3971,13,NA,1,"minimum decomp, a lot of fungus ","1 fly"
"277","27/08/2024","Mont Saint Hilaire","Oak/Pine","MSHOP2.1",0.6,0.1,5.7,0.0193,1,NA,0,"trap ripped to shred, 1 moth found on the ground with some wings","just 1 moth for total"
"278","27/08/2024","Mont Saint Hilaire","Oak/Pine","MSHOP2.2",0.6,0.1,5.7,0.7164,22,NA,1,"minimum decomp, 1 spider, 1 fly, 1 tussock moth, 1 beetle, fugus present","1 fly, moths intact"
"279","27/08/2024","Mont Saint Hilaire","Oak/Pine","MSHOP2.3",0.6,0.1,5.7,2.15,60,NA,3,"minimum decomp, few beetles, lots of fungus, some flies,","3 flies, total = moths + bodies"
"280","29/08/2024","Rigaud","Pine/Oak","RigOP1.1",0.2,0.4,9.4,0.2639,6,2.5,9,"some decomp, some beetles, 2 looper moths","8 flies (1 beetle thing?), total = moths + bodies + heads, dry"
"281","29/08/2024","Rigaud","Pine/Oak","RigOP1.2",0.2,0.4,9.4,0.3602,10,NA,0,"no decomp, 1 fly","intact moths "
"282","29/08/2024","Rigaud","Pine/Oak","RigOP1.3",0.2,0.4,9.4,0.1568,6,15,1,"advanced decomp, 1 looper moth, many beetles","1 small beetle, very decomposed"
"283","29/08/2024","Rigaud","Oak/Pine","RigOP2.1",0.4,0.2,6.5,0.6253,21,NA,4,"some decomp, fungus present, 1 looper moth, flies","4 flies, moths intact"
"284","29/08/2024","Rigaud","Oak/Pine","RigOP2.2",0.4,0.2,6.5,0.1693,5,NA,0,"some decomp, fungus present, 1 fly, some fungus",NA
"285","29/08/2024","Rigaud","Oak/Pine","RigOP3.1",0.4,0.2,9.4,0.1544,6,NA,0,"some decomp, 2 beetles, 3 flies, pale beauty, 2 looper moths","bits of 1 moth head = 1, total = head + body + moths"
"286","29/08/2024","Rigaud","Oak/Pine","RigOP3.2",0.4,0.2,9.4,0.707,25,NA,0,"min decomp, fungus present, 2 looper moths","moths intact, total = heads + bodies + moths"
"287","29/08/2024","Rigaud","Oak/Pine","RigOP3.3",0.4,0.2,9.4,0.5759,7,NA,8,"open and torn, some beetles, advanced decomp, some stuff still collected ","lots of insects pieces (some flies, large beetle pieces, small beetles), total = heads + bodies + moths "
"288","29/08/2024","Rigaud","Pine","RigPine2.1",0.1,0.6,8.3,0.1708,5,NA,0,"3 daddy long legs, 1 fly, min decomp","intact moths "
"289","29/08/2024","Rigaud","Pine","RigPine2.2",0.1,0.6,8.3,0,0,NA,0,"1 harvestmen, 1 caterpillar, NO MOTHS","NO MOTHS "
"290","29/08/2024","Rigaud","Pine","RigPine2.3",0.1,0.6,8.3,0.018,0,46,0,"full muck, heavy decomp, many beetles ","2 very decomposed thoraxes"
"291","29/08/2024","Rigaud","Pine","RigPine3.1",0,0.7,3.6,0.4468,16,NA,3,NA,"2 harvest men + 1 spider, moths intact"
"292","29/08/2024","Rigaud","Pine","RigPine3.2",0,0.7,3.6,0.2913,10,NA,NA,"1 looper moth, min decomp, spiders, 1 fly","moths intact "
"293","30/08/2024","Rigaud","Oak/Pine","RigOP4.1",0.3,0.2,5.3,NA,NA,NA,NA,"Bottom opened, beetles on ground, full decomp ","NA "
"294","30/08/2024","Rigaud","Oak/Pine","RigOP4.2",0.3,0.2,5.3,0.2636,9,NA,0,"1 harvestmen, 1 fly, fungus present, min decomp","intact moths "
"295","30/08/2024","Rigaud","Oak","RigOak1.1",0.7,0.1,8.4,0.1261,4,6,2,"advanced decomp, 1 looper moth, many beetles","2 flies, total = head + body + moths"
"296","30/08/2024","Rigaud","Oak","RigOak1.2",0.7,0.1,8.4,0.0745,2,32,2,"heavy decomp, many beetles","2 flies, total = heads + moths"
"297","30/08/2024","Rigaud","Oak","RigOak1.3",0.7,0.1,8.4,0.2314,6,0,0,"min decomp, some fungus, no beetles ","intact moths "
"298","30/08/2024","Rigaud","Oak","RigOak1.4",0.7,0.1,8.4,0.1853,4,NA,4,"min decomp, some fungus, ant","intact moths "
"299","30/08/2024","Rigaud","Oak","RigOak1.5",0.7,0.1,8.4,0.5796,16,NA,6,"some beetles, some decomp, 1 looper moth, flies","6 flies, total = heads + body + moths"
"300","30/08/2024","Rigaud","Pine","RigPine4.1",0.2,0.5,3.5,0.3184,10,NA,0,"couple spiders, 1 looper, min fingus, min decomp","moths intact"
"301","30/08/2024","Rigaud","Pine","RigPine5.1",0.1,0.5,6.4,0.3534,13,NA,1,"couple beetles, min decomp, tussock moth, spiders","moths intact"
"302","30/08/2024","Rigaud","Oak/Pine","RigOP5.1",0.3,0.2,7.6,0.3211,12,NA,4,"min decomp, multiple flies, min fungus, ","3 flies + spider, moths mostly intact"
"303","30/08/2024","Rigaud","MOM","RigMOM",0.2,0,7.3,2.8864,82,NA,4,"min decomp, fungus, few beetles, NOT MUCK","4 flies, lots of feces, total = moths + heads"
"304","02/09/2024","Mont Royal","Oak/Pine","MROP1.1",0.4,0.1,8.9,0.1716,5,NA,0,NA,"intact moths "
"305","02/09/2024","Mont Royal","Oak/Pine","MROP1.2",0.4,0.1,8.9,0,0,NA,0,"NO MOTHS ",NA
"306","02/09/2024","Mont Royal","Oak/Pine","MROP1.3",0.4,0.1,8.9,0.0709,2,NA,0,"flies, spiders, caterpillars ","intact moths "
"307","02/09/2024","Mont Royal","Oak/Pine","MROP1.4",0.4,0.1,8.9,0.0843,1,NA,0,NA,"intact moths "
"308","02/09/2024","Mont Royal","Oak","MROak2.1",0.8,0,6.4,0,0,NA,0,"NO MOTHS ",NA
"309","02/09/2024","Mont Royal","Oak","MROak1.1",0.6,0,8.6,0.0131,0,NA,0,"snail + flies","wings ignored "
"310","02/09/2024","Mont Royal","Oak","MROak1.2",0.6,0,8.6,0,0,NA,0,"NO MOTHS ",NA
"311","02/09/2024","Mont Royal","Oak","MROak1.3",0.6,0,8.6,0,0,NA,0,"NO MOTHS ",NA
"312","02/09/2024","Mont Royal","Pine","MRPine1.1",0.4,0,14,0.0093,1,NA,0,NA,"moth intact"
"313","02/09/2024","Mont Royal","MOM","MRMOM",0.4,0,14,NA,NA,75.5,NA,"complete muck, tons of beetles, nothing was collected ",NA
"314","02/09/2024","Mont Royal","Oak","MROak3.1",0.4,0,11.7,0.0189,1,NA,0,NA,"moth intact"
"315","02/09/2024","Mont Royal","Oak","MROak3.2",0.4,0,11.7,0.1158,3,NA,0,NA,"3 moths with fungus"
"316","02/09/2024","Mont Royal","Oak","MROak3.3",0.4,0,11.7,NA,NA,NA,NA,"TRAP MISSING ",NA
